time_s,nal_type,payload_bytes
28.03100000000086,8,6
28.03100000000086,7,9
28.03100000000086,8,6
28.063000000000102,7,9
28.063000000000102,8,6
28.125,5,4643
28.21900000000096,1,2719
28.32799999999952,1,2850
28.39099999999962,7,9
28.39099999999962,8,6
28.39099999999962,7,9
28.39099999999962,8,6
28.42200000000048,7,9
28.42200000000048,8,6
28.48400000000038,5,4602
28.563000000000102,1,2564
28.75,1,5401
28.75,7,9
28.75,8,6
28.75,7,9
28.75,8,6
28.79700000000048,7,9
28.79700000000048,8,6
28.84400000000096,5,4398
28.98400000000038,1,5058
29.07799999999952,1,4340
29.10900000000038,7,9
29.10900000000038,8,6
29.10900000000038,7,9
29.10900000000038,8,6
29.15600000000086,7,9
29.15600000000086,8,6
29.20299999999952,5,4573
29.34400000000096,1,5419
29.40600000000086,1,2253
29.46900000000096,7,9
29.46900000000096,8,6
29.46900000000096,7,9
29.48400000000038,8,6
29.51599999999962,7,9
29.51599999999962,8,6
29.563000000000102,5,4379
29.70299999999952,1,5100
29.76599999999962,1,2329
29.84400000000096,7,9
29.84400000000096,8,6
29.84400000000096,7,9
29.84400000000096,8,6
29.875,7,9
29.875,8,6
29.92200000000048,5,4369
30.0,1,2250
30.15600000000086,1,4109
30.20299999999952,7,9
30.20299999999952,8,6
30.20299999999952,7,9
30.20299999999952,8,6
30.23400000000038,7,9
30.23400000000038,8,6
30.28100000000086,5,4300
30.375,1,2807
30.54700000000048,1,5310
30.563000000000102,7,9
30.563000000000102,8,6
30.563000000000102,7,9
30.563000000000102,8,6
30.59400000000096,7,9
30.59400000000096,8,6
30.64099999999962,5,4316
30.73400000000038,1,3233
30.89099999999962,1,4968
30.92200000000048,7,9
30.92200000000048,8,6
30.92200000000048,7,9
30.92200000000048,8,6
30.95299999999952,7,9
30.95299999999952,8,6
31.0,5,4290
31.14099999999962,1,5210
31.20299999999952,1,2176
31.28100000000086,7,9
31.28100000000086,8,6
31.28100000000086,7,9
31.28100000000086,8,6
31.313000000000102,7,9
31.313000000000102,8,6
31.35900000000038,5,4375
31.5,1,5026
31.563000000000102,1,2292
31.64099999999962,7,9
31.64099999999962,8,6
31.64099999999962,7,9
31.64099999999962,8,6
31.67200000000048,7,9
31.67200000000048,8,6
31.71900000000096,5,4321
31.79700000000048,1,2227
31.96900000000096,1,4831
32.0,7,9
32.0,8,6
32.0,7,9
32.0,8,6
32.03100000000086,7,9
32.03100000000086,8,6
32.07799999999952,5,4386
32.17200000000048,1,2818
32.34400000000096,1,5336
32.35900000000038,7,9
32.35900000000038,8,6
32.35900000000038,7,9
32.35900000000038,8,6
32.39099999999962,7,9
32.39099999999962,8,6
32.4380000000001,5,4428
32.53100000000086,1,3128
32.6880000000001,1,4912
32.71900000000096,7,9
32.71900000000096,8,6
32.71900000000096,7,9
32.71900000000096,8,6
32.75,7,9
32.75,8,6
32.79700000000048,5,4292
32.9380000000001,1,5372
33.0,1,2244
33.07799999999952,7,9
33.07799999999952,8,6
33.07799999999952,7,9
33.07799999999952,8,6
33.10900000000038,7,9
33.10900000000038,8,6
33.15600000000086,5,4349
33.29700000000048,1,4922
33.375,1,2821
33.4380000000001,7,9
33.4380000000001,8,6
33.4380000000001,7,9
33.4380000000001,8,6
33.46900000000096,7,9
33.46900000000096,8,6
33.51599999999962,5,4356
33.60900000000038,1,2238
33.73400000000038,1,2961
33.79700000000048,7,9
33.79700000000048,8,6
33.79700000000048,7,9
33.79700000000048,8,6
33.82799999999952,7,9
33.82799999999952,8,6
33.875,5,4382
33.96900000000096,1,2712
34.14099999999962,1,5513
34.15600000000086,7,9
34.15600000000086,8,6
34.15600000000086,7,9
34.15600000000086,8,6
34.1880000000001,7,9
34.1880000000001,8,6
34.25,5,4508
34.35900000000038,1,4037
34.5,1,5034
34.51599999999962,7,9
34.51599999999962,8,6
34.51599999999962,7,9
34.51599999999962,8,6
34.54700000000048,7,9
34.54700000000048,8,6
34.59400000000096,5,4609
34.75,1,5653
34.79700000000048,1,2683
34.875,7,9
34.875,8,6
34.875,7,9
34.875,8,6
34.90600000000086,7,9
34.90600000000086,8,6
34.96900000000096,5,4524
35.09400000000096,1,5212
35.17200000000048,1,3127
35.23400000000038,7,9
35.23400000000038,8,6
35.23400000000038,7,9
35.23400000000038,8,6
35.26599999999962,7,9
35.26599999999962,8,6
35.3130000000001,5,4625
35.40600000000086,1,2685
35.53100000000086,1,2628
35.59400000000096,7,9
35.59400000000096,8,6
35.59400000000096,7,9
35.59400000000096,8,6
35.64099999999962,7,9
35.64099999999962,8,6
35.6880000000001,5,4565
35.78100000000086,1,2974
35.9380000000001,1,5559
35.95299999999952,7,9
35.95299999999952,8,6
35.95299999999952,7,9
35.95299999999952,8,6
36.0,7,9
36.0,8,6
36.04700000000048,5,4548
36.125,1,2502
36.29700000000048,1,5262
36.3130000000001,7,9
36.3130000000001,8,6
36.3130000000001,7,9
36.3130000000001,8,6
36.35900000000038,7,9
36.35900000000038,8,6
36.40600000000086,5,4505
36.54700000000048,1,5498
36.60900000000038,1,2443
36.67200000000048,7,9
36.67200000000048,8,6
36.67200000000048,7,9
36.67200000000048,8,6
36.71900000000096,7,9
36.71900000000096,8,6
36.76599999999962,5,4383
36.89099999999962,1,5017
36.96900000000096,1,2898
37.03100000000086,7,9
37.03100000000086,8,6
37.03100000000086,7,9
37.03100000000086,8,6
37.07799999999952,7,9
37.07799999999952,8,6
37.125,5,4390
37.20299999999952,1,2215
37.34400000000096,1,3034
37.39099999999962,7,9
37.39099999999962,8,6
37.39099999999962,7,9
37.39099999999962,8,6
37.4380000000001,7,9
37.4380000000001,8,6
37.48400000000038,5,4284
37.5630000000001,1,2072
37.73400000000038,1,5349
37.75,7,9
37.75,8,6
37.75,7,9
37.75,8,6
37.79700000000048,7,9
37.79700000000048,8,6
37.84400000000096,5,4344
38.03100000000086,1,4567
38.14099999999962,7,9
38.14099999999962,8,6
38.14099999999962,7,9
38.14099999999962,8,6
38.15600000000086,7,9
38.15600000000086,8,6
38.20299999999952,5,4272
38.34400000000096,1,5263
38.39099999999962,1,2127
38.46900000000096,7,9
38.46900000000096,8,6
38.46900000000096,7,9
38.46900000000096,8,6
38.51599999999962,7,9
38.51599999999962,8,6
38.5630000000001,5,4223
38.70299999999952,1,5117
38.76599999999962,1,2431
38.82799999999952,7,9
38.82799999999952,8,6
38.82799999999952,7,9
38.82799999999952,8,6
38.875,7,9
38.875,8,6
38.92200000000048,5,4332
39.0,1,2343
39.10900000000038,1,2017
39.1880000000001,7,9
39.1880000000001,8,6
39.1880000000001,7,9
39.1880000000001,8,6
39.23400000000038,7,9
39.23400000000038,8,6
39.28100000000086,5,4294
39.375,1,3087
39.59400000000096,1,5291
39.71900000000096,1,2196
39.875,1,4823
39.90600000000086,7,9
39.90600000000086,8,6
39.90600000000086,7,9
39.90600000000086,8,6
39.95299999999952,7,9
39.95299999999952,8,6
40.0,5,4205
40.14099999999962,1,5314
40.20299999999952,1,2182
40.26599999999962,7,9
40.28100000000086,8,6
40.28100000000086,7,9
40.28100000000086,8,6
40.3130000000001,7,9
40.3130000000001,8,6
40.35900000000038,5,4292
40.5,1,5020
40.5630000000001,1,2219
40.64099999999962,7,9
40.64099999999962,8,6
40.64099999999962,7,9
40.64099999999962,8,6
40.67200000000048,7,9
40.67200000000048,8,6
40.71900000000096,5,4173
40.79700000000048,1,2230
40.96900000000096,1,4560
41.0,7,9
41.0,8,6
41.0,7,9
41.0,8,6
41.03100000000086,7,9
41.03100000000086,8,6
41.07799999999952,5,4317
41.17200000000048,1,3040
41.34400000000096,1,5308
41.35900000000038,7,9
41.35900000000038,8,6
41.35900000000038,7,9
41.35900000000038,8,6
41.39099999999962,7,9
41.39099999999962,8,6
41.4380000000001,5,4354
41.53100000000086,1,3139
41.70299999999952,1,5246
41.71900000000096,7,9
41.71900000000096,8,6
41.71900000000096,7,9
41.71900000000096,8,6
41.75,7,9
41.75,8,6
41.79700000000048,5,4363
41.9380000000001,1,5353
